,Name,Price,Location,Year,Mileage,Fuel_Type,Engine_Capacity,Transmission
4495,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
4496,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
4497,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
4498,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
4499,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
4500,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
4501,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
4502,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
4503,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
4504,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
4505,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
4506,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
4507,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
4508,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
4509,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
4510,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
4511,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
4512,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
4513,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 31 lacs,Lahore,2013,"121,000 km",Petrol,1300 cc,Automatic
4514,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale,PKR 39 lacs,Karachi,2021,"40,800 km",Petrol,1300 cc,Automatic
4515,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25 lacs,Nowshera,2010,"150,000 km",Petrol,1300 cc,Manual
4516,Suzuki Alto  2018 Works Edition for Sale,PKR 19.65 lacs,Lahore,2018,"33,000 km",Petrol,658 cc,Automatic
4517,Suzuki Bolan  2009 GL for Sale,PKR 7.1 lacs,Karachi,2009,"250,000 km",Petrol,800 cc,Manual
4518,Daihatsu Mira  2021 X SA lll for Sale,PKR 34 lacs,Karachi,2021,"11,000 km",Petrol,660 cc,Automatic
4519,Suzuki Mehran  2013 VX Euro II for Sale,PKR 10.8 lacs,Rawalpindi,2013,"54,000 km",Petrol,796 cc,Manual
4520,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
4521,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
4522,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
4523,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
4524,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
4525,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
4526,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
4527,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
4528,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
4529,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
4530,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
4531,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
4532,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
4533,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
4534,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
4535,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
4536,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
4537,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
4538,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 31 lacs,Lahore,2013,"121,000 km",Petrol,1300 cc,Automatic
4539,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale,PKR 39 lacs,Karachi,2021,"40,800 km",Petrol,1300 cc,Automatic
4540,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25 lacs,Nowshera,2010,"150,000 km",Petrol,1300 cc,Manual
4541,Suzuki Alto  2018 Works Edition for Sale,PKR 19.65 lacs,Lahore,2018,"33,000 km",Petrol,658 cc,Automatic
4542,Suzuki Bolan  2009 GL for Sale,PKR 7.1 lacs,Karachi,2009,"250,000 km",Petrol,800 cc,Manual
4543,Daihatsu Mira  2021 X SA lll for Sale,PKR 34 lacs,Karachi,2021,"11,000 km",Petrol,660 cc,Automatic
4544,Suzuki Mehran  2013 VX Euro II for Sale,PKR 10.8 lacs,Rawalpindi,2013,"54,000 km",Petrol,796 cc,Manual
4545,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
4546,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
4547,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
4548,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
4549,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
4550,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
4551,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
4552,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
4553,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
4554,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
4555,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
4556,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
4557,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
4558,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
4559,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
4560,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
4561,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
4562,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
4563,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 31 lacs,Lahore,2013,"121,000 km",Petrol,1300 cc,Automatic
4564,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale,PKR 39 lacs,Karachi,2021,"40,800 km",Petrol,1300 cc,Automatic
4565,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25 lacs,Nowshera,2010,"150,000 km",Petrol,1300 cc,Manual
4566,Suzuki Alto  2018 Works Edition for Sale,PKR 19.65 lacs,Lahore,2018,"33,000 km",Petrol,658 cc,Automatic
4567,Suzuki Bolan  2009 GL for Sale,PKR 7.1 lacs,Karachi,2009,"250,000 km",Petrol,800 cc,Manual
4568,Daihatsu Mira  2021 X SA lll for Sale,PKR 34 lacs,Karachi,2021,"11,000 km",Petrol,660 cc,Automatic
4569,Suzuki Mehran  2013 VX Euro II for Sale,PKR 10.8 lacs,Rawalpindi,2013,"54,000 km",Petrol,796 cc,Manual
4570,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
4571,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
4572,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
4573,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
4574,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
4575,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
4576,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
4577,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
4578,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
4579,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
4580,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
4581,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
4582,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
4583,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
4584,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
4585,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
4586,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
4587,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
4588,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 31 lacs,Lahore,2013,"121,000 km",Petrol,1300 cc,Automatic
4589,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale,PKR 39 lacs,Karachi,2021,"40,800 km",Petrol,1300 cc,Automatic
4590,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25 lacs,Nowshera,2010,"150,000 km",Petrol,1300 cc,Manual
4591,Suzuki Alto  2018 Works Edition for Sale,PKR 19.65 lacs,Lahore,2018,"33,000 km",Petrol,658 cc,Automatic
4592,Suzuki Bolan  2009 GL for Sale,PKR 7.1 lacs,Karachi,2009,"250,000 km",Petrol,800 cc,Manual
4593,Daihatsu Mira  2021 X SA lll for Sale,PKR 34 lacs,Karachi,2021,"11,000 km",Petrol,660 cc,Automatic
4594,Suzuki Mehran  2013 VX Euro II for Sale,PKR 10.8 lacs,Rawalpindi,2013,"54,000 km",Petrol,796 cc,Manual
4595,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
4596,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
4597,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
4598,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
4599,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
4600,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
4601,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
4602,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
4603,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
4604,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
4605,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
4606,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
4607,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
4608,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
4609,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
4610,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
4611,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
4612,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
4613,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 31 lacs,Lahore,2013,"121,000 km",Petrol,1300 cc,Automatic
4614,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale,PKR 39 lacs,Karachi,2021,"40,800 km",Petrol,1300 cc,Automatic
4615,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25 lacs,Nowshera,2010,"150,000 km",Petrol,1300 cc,Manual
4616,Suzuki Alto  2018 Works Edition for Sale,PKR 19.65 lacs,Lahore,2018,"33,000 km",Petrol,658 cc,Automatic
4617,Suzuki Bolan  2009 GL for Sale,PKR 7.1 lacs,Karachi,2009,"250,000 km",Petrol,800 cc,Manual
4618,Daihatsu Mira  2021 X SA lll for Sale,PKR 34 lacs,Karachi,2021,"11,000 km",Petrol,660 cc,Automatic
4619,Suzuki Mehran  2013 VX Euro II for Sale,PKR 10.8 lacs,Rawalpindi,2013,"54,000 km",Petrol,796 cc,Manual
4620,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
4621,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
4622,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
4623,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
4624,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
4625,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
4626,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
4627,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
4628,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
4629,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
4630,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
4631,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
4632,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
4633,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
4634,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
4635,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
4636,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
4637,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
4638,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 31 lacs,Lahore,2013,"121,000 km",Petrol,1300 cc,Automatic
4639,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale,PKR 39 lacs,Karachi,2021,"40,800 km",Petrol,1300 cc,Automatic
4640,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25 lacs,Nowshera,2010,"150,000 km",Petrol,1300 cc,Manual
4641,Suzuki Alto  2018 Works Edition for Sale,PKR 19.65 lacs,Lahore,2018,"33,000 km",Petrol,658 cc,Automatic
4642,Suzuki Bolan  2009 GL for Sale,PKR 7.1 lacs,Karachi,2009,"250,000 km",Petrol,800 cc,Manual
4643,Daihatsu Mira  2021 X SA lll for Sale,PKR 34 lacs,Karachi,2021,"11,000 km",Petrol,660 cc,Automatic
4644,Suzuki Mehran  2013 VX Euro II for Sale,PKR 10.8 lacs,Rawalpindi,2013,"54,000 km",Petrol,796 cc,Manual
4645,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
4646,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
4647,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
4648,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
4649,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
4650,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
4651,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
4652,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
4653,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
4654,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
4655,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
4656,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
4657,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
4658,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
4659,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
4660,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
4661,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
4662,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
4663,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 31 lacs,Lahore,2013,"121,000 km",Petrol,1300 cc,Automatic
4664,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale,PKR 39 lacs,Karachi,2021,"40,800 km",Petrol,1300 cc,Automatic
4665,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25 lacs,Nowshera,2010,"150,000 km",Petrol,1300 cc,Manual
4666,Suzuki Alto  2018 Works Edition for Sale,PKR 19.65 lacs,Lahore,2018,"33,000 km",Petrol,658 cc,Automatic
4667,Suzuki Bolan  2009 GL for Sale,PKR 7.1 lacs,Karachi,2009,"250,000 km",Petrol,800 cc,Manual
4668,Daihatsu Mira  2021 X SA lll for Sale,PKR 34 lacs,Karachi,2021,"11,000 km",Petrol,660 cc,Automatic
4669,Suzuki Mehran  2013 VX Euro II for Sale,PKR 10.8 lacs,Rawalpindi,2013,"54,000 km",Petrol,796 cc,Manual
4670,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
4671,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
4672,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
4673,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
4674,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
4675,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
4676,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
4677,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
4678,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
4679,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
4680,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
4681,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
4682,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
4683,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
4684,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
4685,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
4686,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
4687,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
